Index,Texte précédent,Mot,Texte suivant
463,"à l’ Assemblée nationale , où le texte n’ a pas pu être voté , le projet de loi de",réforme,"des retraites a été adopté , à la Chambre haute , en fin de semaine dernière par la majorité sénatoriale"
464,", c’ est en commission mixte paritaire ( CMP ) , ce mercredi , que les lignes définitives de cette",réforme,"controversée doivent être écrites . Une réunion qui dès 9 heures réunira sept députés et sept sénateurs , à huis"
465,"bien voir les négociations entre parlementaires aboutir . Étant donné l’ enjeu , qu’ ils soient pour ou contre la",réforme,"des retraites , les parlementaires ont préparé avec soin la CMP . En sont membres les présidentes de commission des"
466,Corinne Féret . Au vu des élus qui la composent - dix des quatorze parlementaires présents sont favorables à la,réforme,"- , la CMP est censée être « conclusive » . À moins d’ un énième rebondissement , toujours possible"
467,"en veux ( la direction de LR , NDLR ) d’ avoir dit dès décembre qu’ on allait voter cette",réforme,", ça a biaisé nos débats » , s’ est confiée , devant les élus , la députée du Jura"
468,"? À LR , certains l’ espèrent encore . « On ne peut pas renier nos convictions parce que la",réforme,"est portée par un opposant » , a rappelé la députée LR de Savoie Émilie Bonnivard . « Ne pas"
469,"comportement des oppositions de gauche , minoritaires dans la CMP , mais toujours déterminées à empêcher le vote de la",réforme,"des retraites ? « Nous sommes trois sur quatorze … que voulez -vous que l’ on fasse ? » ,"
470,"sources de financement . Éric Woerth , ministre du Travail et de la Fonction publique , défend en 2010 une",réforme,"consistant pour l' essentiel à reporter l' âge légal de départ de 60 à 62 ans , et l' âge"
471,le chiffre de 3 millions de manifestants . Mais le gouvernement de François Fillon n' a pas cédé et la,réforme,", votée le 27 octobre , fut promulguée le 10 novembre 2010 . À la tête du combat politique contre"
472,"votée le 27 octobre , fut promulguée le 10 novembre 2010 . À la tête du combat politique contre la",réforme,", le PS s' était engagé à l' abroger ; mais , élu dix-huit mois plus tard , François Hollande"
473,aux partenaires sociaux . L' augmentation de la durée d' activité est présentée comme le « socle » de la,réforme,", mais il n' est pas encore dit si c' est par un simple allongement de la durée de cotisation"
474,"mars Une première journée de mobilisation avait été organisée le 23 mars 2010 , donc avant que soit connue la",réforme,des retraites . L' objectif : demander un changement de politique économique . 177 cortèges rassemblent entre 380 000 (
475,"dans une déclaration depuis l' hôtel Matignon , François Fillon se montre inflexible . Pas question de reculer sur la",réforme,"des retraites . Plus encore , il prévient les Français que de nouveaux efforts seront nécessaires pour réduire les déficits"
476,-il . Mais Fillon doit monter au créneau sur un autre terrain . Le jour de la présentation de la,réforme,", Mediapart publie le verbatim d' enregistrements clandestins de Liliane Bettencourt . Ces enregistrements sont censés étayer des soupçons de"
477,"Mis en examen , il obtiendra plus tard des non-lieux dans la totalité des dossiers incriminés . Mais en pleine",réforme,"des retraites , ces attaques portent , d' autant que la gauche , d' Arnaud Montebourg à François Hollande ,"
478,". Le cap des 3 millions franchi en octobre Mais avant ce dénouement politique , la contestation sociale de la",réforme,"se poursuit . Au retour de la trêve estivale , pas moins de huit journées sont organisées en deux mois"
479,"1,2 et 3,5 millions de personnes dans les rues ; un chiffre qui n' a pas été dépassé avec la",réforme,"en cours . À noter que des premiers comptages indépendants apparaissent , donnant des chiffres très proches de ceux de"
480,"cette période , d' avril à novembre 2010 , l' opinion est restée partagée , avec un soutien à la",réforme,"plus élevé qu' en d' autres occasions . Malgré les cortèges monstres , le baromètre de l' Ifop montre que"
481,"des sondés trouvaient « justifiée » la mobilisation syndicale contre le texte . Ce soutien , finalement rare pour une",réforme,"des retraites , s' explique par la compréhension majoritaire du problème financier à régler . Défiés dans la rue ,"
482,l' étude Odoxa - Backbone Consulting pour Le Figaro révèle qu' une majorité de Français considérerait l' adoption de la,réforme,", y compris par un vote , comme « un déni de démocratie » . « Une majorité existe »"
483,", Élisabeth Borne a ainsi semblé balayer l' hypothèse d' un recours à l' article 49.3 pour faire adopter sa",réforme,"des retraites . Une option manifestement rejetée par 74 % des Français , qui jugeraient « inacceptable » une éventuelle"
484,"Backbone pour Le Figaro . Même les sympathisants des Républicains ( 56 % ) , électorat pourtant favorable à une",réforme,", refusent un passage en force . Le 49.3 , une ligne rouge pour 3/4 des Français Pour adopter son"
485,"un passage en force . Le 49.3 , une ligne rouge pour 3/4 des Français Pour adopter son projet de",réforme,", le gouvernement pourrait avoir recours à l’ article 49.3 de la constitution . Cet article permet de faire passer"
486,"» , selon l' institut de sondage . D' autant que 67 % des sondés se disent opposés à la",réforme,"et souhaitent son rejet . En cas d' un vote favorable jeudi , 62 % d' entre eux estimeraient que"
487,"Français sur dix pensent ainsi que le mouvement social doit se poursuivre , même en cas d' adoption de la",réforme,". Soit une hausse de +4 points par rapport au 10 mars , notamment chez les sympathisants de La France"
488,l' accord trouvé entre la droite et la majorité macroniste en commission mixte paritaire sur le projet de loi de,réforme,"des retraites ( lire ci-dessous ) , nul ne sait dire quelle sera l' issue de la journée de jeudi"
489,en est si conscient qu' il a reçu mercredi dans la soirée Élisabeth Borne et les ministres concernés par la,réforme,pour avoir leur sentiment et prendre le moins de risques possibles . À l' issue de cette réunion en haut
490,"du Luxembourg , le vote solennel devrait se dérouler sans encombre , la majorité sénatoriale étant largement favorable à cette",réforme,". C' est à partir de 15 heures , lorsque le texte reviendra au Palais Bourbon , que le suspense"
491,"cette issue semble inéluctable . Pour d' autres , elle est inenvisageable . L' hypothèse d' une adoption de la",réforme,"grâce à l' article 49 , alinéa 3 de la Constitution est pourtant celle qui donnerait le « moins de"
492,"élu macroniste . « C' est impopulaire , certes , mais prend -on le risque d' un rejet de la",réforme,"et d' une crise politique majeure ? » , interroge un député Horizons . « Malheureusement , je ne vois"
493,lui-même a estimé lundi qu' il détenait une « majorité solide » à l' Assemblée nationale pour faire adopter sa,réforme,. Avant un changement de dernière minute ? Un vote favorable des députés Il s' agirait du meilleur scénario pour
494,"ces derniers jours , notamment du côté de la droite , où 21 à 24 députés pourraient voter contre la",réforme,", et où certains autres devraient s' abstenir . « Le 49.3 serait bien trop commode pour certains LR qui"
495,"» Une stratégie « quitte ou double » qui inquiète les plus prudents macronistes , peu enclins à risquer cette",réforme,pour laquelle ils militent de longue date . Un vote défavorable à l' Assemblée Le revers serait terrible . Et
496,L' Assemblée nationale votera à partir de 15 heures la,réforme,"des retraites , tandis que le Sénat l' a adopté en fin de matinée ce jeudi . Les syndicats engagés"
497,le Sénat l' a adopté en fin de matinée ce jeudi . Les syndicats engagés dans la bataille contre la,réforme,des retraites ont réitéré jeudi leur appel aux députés à « voter contre » le texte « injuste » et
498,"et populaire opposé au recul de l' âge légal de départ en retraite , de voter contre le projet de",réforme,"» , a déclaré François Hommeril ( CFE - CGC ) au nom des organisations syndicales . « L' Assemblée"
499,organisations syndicales . « L' Assemblée nationale et le vote de ce jour ont un rôle crucial pour stopper cette,réforme,"fondamentalement injuste et déconnectée de la réalité du travail » , a -t -il également affirmé . « Nous sommes"
500,"financière du régime par répartition , là restera l’ essentiel . Mais au-delà de l’ enjeu de fond de cette",réforme,", quel fiasco politique ! Avec cette victoire à la Pyrrhus , Emmanuel Macron et son gouvernement paient de lourdes"
501,gouvernement paient de lourdes fautes d’ analyse . L’ exécutif savait d’ avance qu’ il n’ y a pas de,réforme,des retraites heureuse . Pourquoi alors avoir plaidé sa « justice » avant d’ en assumer sa nécessité ? Pourquoi
502,approximations et de gaffes . Si l’ exécutif a eu le courage de tenir bon sur le cœur de sa,réforme,", il a péché par naïveté , par présomption et par maladresse . Une image peu glorieuse Mais aux erreurs"
503,"de voir des élus de droite , tel des frondeurs socialistes , n’ avoir de cesse que de raboter la",réforme,"Dussopt , la rendant toujours plus coûteuse et moins courageuse . Il a été ensuite humiliant pour lui de voir"
504,relais à l’ Assemblée se sont pourtant retrouvés du même côté pour priver la droite de la paternité d’ une,réforme,qu’ elle réclamait . Et l’ on va même voir maintenant des députés LR habitués à se draper dans la
505,"de dégager une majorité , a dû se résigner au 49.3 . Elle sort de la séquence affaiblie . Sa",réforme,des retraites est en passe d’ être entérinée … mais avec un goût d’ amertume . Dix mois jour pour
506,"» . Après une adoption en bonne et due forme au Sénat , jeudi matin , l’ examen de la",réforme,par les députés s’ annonçait bien plus périlleux . Un rejet aurait hypothéqué l’ avenir d’ Élisabeth Borne à Matignon
507,"Si plusieurs députés LR ont annoncé leur intention de la voter , Élisabeth Borne devrait pouvoir y résister et la",réforme,sera formellement adoptée . Sans en sortir totalement indemne . Sa capacité à mener les réformes promises par le chef
508,semé d’ embûches . Des«échappées personnelles » Elle n’ avait pourtant pas ménagé sa peine pour tenter de transformer la,réforme,des retraites - qualifiée de « réforme Borne » par les manifestants - en succès personnel . Se sachant attendue
509,Elle n’ avait pourtant pas ménagé sa peine pour tenter de transformer la réforme des retraites - qualifiée de «,réforme,Borne » par les manifestants - en succès personnel . Se sachant attendue au tournant par les oppositions comme par
510,plutôt qu’ à 65 ans ( la promesse initiale d’ Emmanuel Macron ) ; en écartant l’ adoption de la,réforme,à travers un amendement expéditif en marge de la discussion budgétaire de l’ automne dernier ( comme certains l’ imaginaient
511,"Lionel Jospin , d’ instaurer un dialogue nourri avec Éric Ciotti , le nouveau président de LR . Quand la",réforme,"est présentée , en début d’ année , Élisabeth Borne pense alors qu’ un accord avec la droite est possible"
512,"des LR , avant d' expliquer que Les Républicains avaient « essayé d' apporter des modifications importantes » à une",réforme,"qu' il juge « indispensable » . Dans son constat , Éric Ciotti se félicite de voir les « points"
513,déplore que ça se termine comme ça . Nous étions une majorité au sein des Républicains à reconnaître que cette,réforme,"était nécessaire . » Enfin , au Sénat , Bruno Retailleau a estimé qu' une adoption via un 49.3 «"
514,"on montre la lune du doigt , l' insensé regarde le doigt . Devant la crise politique provoquée par la",réforme,"des retraites , la tentation est grande de regarder le 49.3 . Autrement dit , d' imputer cette crise à"
515,Les médias internationaux dénoncent la « faiblesse » du président français qui a préféré faire passer la,réforme,"par le 49.3 , plutôt que de laisser les députés voter à l' Assemblée . Après deux mois de débats"
516,que de laisser les députés voter à l' Assemblée . Après deux mois de débats houleux autour du projet de,réforme,"des retraites , l' heure du dénouement a sonné . Sous les huées de l' opposition à l' Assemblée nationale"
517,"plus bas . Emmanuel Macron , un « canard boiteux » Le quotidien espagnol juge également le texte de la",réforme,"de « décaféiné » , « moins ambitieux qu' à l' initial » , à force des révisions apportées par"
518,"par le Sénat et la commission mixte paritaire . Le Telegraph , quotidien britannique , se demande même si cette",réforme,n' a pas fait d' Emmanuel Macron « un canard boiteux » . Plusieurs journaux s' accordent à dire que
519,ET MAINTENANT ? Après le déclenchement du 49.3 par Élisabeth Borne pour faire adopter la,réforme,"des retraites , les oppositions comptent bien riposter . La première ministre , à la tribune , l' a elle-même"
520,recours : « Il faut censurer le gouvernement et nous espérons que ceux qui s' apprêtaient à voter contre cette,réforme,"des retraites , voteront cette motion de censure » , a déclaré la présidente du groupe RN à l' Assemblée"
521,"vigueur depuis moins d' un an . Or , sur le fond , les parlementaires de gauche veulent empêcher cette",réforme,"d' exister » , estime Anne - Charlène Bezzina . Et puis , cela impose un calendrier très restreint :"
522,", une arme brandie par les oppositions de gauche qui critiquent vivement le véhicule législatif employé pour faire passer la",réforme,". « Certes , nous avons eu du 44.3 , du 49.3 , du 47.1 et l' ensemble de ces"
523,"le nouveau paradigme inflationniste exige l' adoption urgente de la taxe carbone , du revenu universel , d' une véritable",réforme,"de l' État . Pour d' autres , il appelle de toute évidence le retour de l' ISF , la"
524,"autres , il appelle de toute évidence le retour de l' ISF , la démultiplication des investissements publics , une",réforme,"de la santé , de l' éducation ... Au milieu de ce maelstrom s' impose , comme lors de chaque"
525,"a besoin de dégager des marges de manoeuvre pour répondre au défi de la transition écologique , mener une véritable",réforme,"de l' école , assurer le financement de l' innovation ... mais aussi , plus trivialement , rembourser les intérêts"
526,recours à cette facilité . En manière d' alternative sont annoncées une revue des dépenses au printemps et surtout la,réforme,"des retraites , même si elle n' a jamais été clairement présentée de cette manière aux Français . Du point"
527,"hausse du taux d' emploi , il augmente les recettes et diminue les dépenses . D' où l' appellation de",réforme,« à double dividende » . Les études comparatives des finances publiques françaises et allemandes démontrent d' ailleurs que ce
528,"du texte sur la trajectoire de la dette , l' exécutif semble avoir perdu sur tous les tableaux . La",réforme,est plus contestée que jamais et les finances publiques paraissent abandonnées à leur lente dérive .
529,"sur les motions de censure contre le gouvernement . Si ces dernières n' aboutissent pas , les opposants à la",réforme,"des retraites seront de nouveau dans la rue , et cette nouvelle mobilisation fait craindre des débordements , comme ceux"
530,ont été conduites au poste de police . Tension également à Bordeaux et Brest où 6 000 opposants à la,réforme,"ont battu le pavé . La crainte de voir la violence monter d' un cran , dès ce lundi et"
531,". Leur accès reste interdit . Jeudi 23 mars , lors de la neuvième journée de mobilisation programmée contre la",réforme,", les syndicats vont -ils parvenir à maintenir l' ordre dans les cortèges ? Selon l' évolution politique du dossier"
532,L' image est symbolique autant qu' inédite . Pour cette cinquième journée de protestation contre la,réforme,"des retraites , jeudi 16 février , tous les leaders de l' intersyndicale s' apprêtent à manifester en ce début"
533,"dans ces zones rurales et périurbaines que se concentrent ouvriers et employés , catégories socioprofessionnelles les plus opposées à la",réforme,", respectivement 76 % et 67 % , selon un sondage Elabe pour BFMTV effectué tout début janvier . La"
534,( 2 % ) suivent de près . Le centre de l' Hexagone semble pareillement être très opposé à cette,réforme,"des retraites . Le Loir-et-Cher , l' Indre comme la Creuse flirtent avec les 3 % de leurs citoyens manifestant"
535,"territoires coïncident avec les bastions du Rassemblement national ( RN ) , dont les sympathisants sont fortement opposés à la",réforme,": 79 % d' après le dernier sondage Odoxa pour Le Figaro , à égalité avec les partisans de La"
536,parfois vu un habitant sur trois être dans la rue . L' incarnation de cette opposition de droite à la,réforme,"des retraites , Aurélien Pradié , est député du Lot , deuxième département le plus mobilisé . Même principe avec"
537,"rester fidèle à la volonté de ses électeurs , le choix peut se révéler cornélien pour les parlementaires . La",réforme,des retraites n' échappe pas à la règle .
538,Comme il était exclu qu' Emmanuel Macron retire sa,réforme,"des retraites , il ne fallait pas attendre grand-chose de son intervention télévisée . Le texte adopté par 49.3 ,"
539,"réalité . Comme prévu , le président a fait chou blanc . Comme prévu , entre les opposants à la",réforme,"et l' exécutif , le face-à-face continue . Et , comme prévu , la porte de sortie , forcément étroite"
540,De quoi la,réforme,"des retraites est-elle réellement le nom ? Quand un texte législatif , aussi structurant soit -il , mobilise sans discontinuer"
541,"autres , n' est -elle pas en train de se produire sous nos yeux ? Quand Emmanuel Macron propose sa",réforme,", quelques mois après sa réélection , la guerre en Ukraine a déjà commencé depuis un semestre , l' inflation"
542,déclassement de la France . Si on y rajoute une dimension institutionnelle avec le recours au 49.3 pour valider la,réforme,", nous assistons à une crise composite chimiquement pure qui a pris l' exécutif par surprise . Les macronistes les"
543,"Or , les retraites ne viennent répondre à aucune de ces angoisses . Pire , à leurs yeux , la",réforme,proposée aggrave une situation jugée déjà précaire . Comment répondre à des angoisses qui vont bien au-delà du texte controversé
544,en y répondant que la France pourrait trouver un début apaisement . Depuis que le gouvernement a véritablement lancé cette,réforme,", le rejet n' a jamais varié , ni à la baisse ni à la hausse . Quels que soient"
545,"son intervention télévisée mercredi midi , Emmanuel Macron l' a lui-même reconnu , les colères vont au-delà de la seule",réforme,des retraites : « Beaucoup des choses qui se sont dites ne sont pas sur les retraites y compris les
546,"l' heure , c' est pas l' heure , après l' heure , c' est déjà trop tard ... La",réforme,"des retraites , elle , cumule ces deux inconvénients . Avant que les Français aient pu absorber les contraintes du"
547,"rapport aux déficits . En 2017 , lors de la première élection d' Emmanuel Macron , l' urgence de la",réforme,"pour enrayer la dégradation des comptes était relativement partagée . Aujourd'hui , après le « quoi qu' il en coûte"
548,"communication , les explications , les négociations jusqu' au parcours parlementaire on ne peut plus chaotique . Pourtant , la",réforme,"est nécessaire . L' exécutif , en ne saisissant pas d' emblée son caractère composite , a manqué à son"
549,"les poubelles s' entassent ; la nuit , elles brûlent . Alors que la grève des éboueurs parisiens contre la",réforme,"des retraites en est à sa troisième semaine , et que le mouvement a été reconduit jusqu' au lundi 27"
550,"seul moyen de sortir du chaos social , politique et institutionnel qui s' exprime sur fond d' opposition à la",réforme,"des retraites est de faire appel à la souveraineté populaire en demandant aux Français de décider par voie référendaire ,"
551,"écrivions voici tout juste deux mois , au lendemain de la première mobilisation contre le projet de loi sur la",réforme,des retraites : nous sommes entrés dans l' une de ces périodes où la société est en passe de se
552,"qu' elles étaient la condition de la démocratie - , classes populaires prolétarisées , etc. L' opposition massive à la",réforme,des retraites exprime un rejet contre ce qui est perçu par une majorité de Français comme la régression de trop
553,lui tend la main : demander aux Français en dernière instance de décider par voie référendaire du sort d' une,réforme,", en tirer les enseignements une fois exprimée la volonté générale et remettre ainsi sur ses rails une démocratie dont"
554,de la souveraineté populaire au-delà du respect formel des règles du jeu institutionnel . Le mouvement de contestation de la,réforme,"des retraites débouche à son tour , in fine , sur la demande d' un référendum d' initiative partagée ."
555,proportionnelle et le caractère vertical de nos institutions ont aussi participé à la fracture démocratique dont la contestation de la,réforme,des retraites n' est finalement qu' un symptôme . Contrairement à ce que prétend l' extrême gauche à grands cris
556,"apparaît cependant plus que jamais vidée de sa substance , coupée du demos . D' aucuns en appellent à une",réforme,"institutionnelle pour sortir de l' impasse . En vérité , c' est un retour aux sources que réclament les Français"
