Document ID,Citation,Context,Source
78,"« l'organisation d'assises du travail, où l'on met tout le monde autour de la table »","du travail a changé et il faut s'adapter à cette nouvelle donne » , affirme Jean-Hervé Lorenzi, qui plaide pour « l'organisation d'assises du travail, où l'on met tout le monde autour de la table ». Et ce, alors que le gouvernement prépare pour le printemps une loi « plein-emploi ». De fait, si le chômage",Jean-Hervé Lorenzi
78,« plein-emploi »,"tout le monde autour de la table ». Et ce, alors que le gouvernement prépare pour le printemps une loi « plein-emploi ». De fait, si le chômage était la préoccupation dominante des trente dernières années, et apparaissait comme une fatalité impossible à","Loi ""plein-emploi"""
78,« nouveau pacte de travail »,"le rapport de force entre le salarié et l'employeur. Face à ce constat, la chaire TDTE propose de créer un « nouveau pacte de travail » , incluant une meilleure reconnaissance des métiers pénibles, une hausse des rémunérations notamment pour les non-qualifiés, une meilleure qualité de",Chaire TDTE
78,"« Parmi ces nouveaux emplois, 430 000 devraient être orientés d'ici 2032 vers l'industrie, ce qui permettrait en outre de réduire notablement le déficit commercial qui ne cesse de croître »","plusieurs milliards à l'économie française, capable alors de ramener le déficit public en dessous de la barre des 3 %. « Parmi ces nouveaux emplois, 430 000 devraient être orientés d'ici 2032 vers l'industrie, ce qui permettrait en outre de réduire notablement le déficit commercial qui ne cesse de croître » , conclut Jean-Hervé Lorenzi.",Jean-Hervé Lorenzi
79,«en urgence»,"camp, le chef de l’État affiche sa détermination à réformer. À distance, toujours. Les syndicats demandaient à rencontrer Emmanuel Macron «en urgence» à l’Élysée pour lui demander de retirer sa réforme des retraites ; le président de la République leur a répondu",Emmanuel Macron
79,«Je ne sous-estime pas le mécontentement dont vous vous faites le porte-parole comme les angoisses exprimées par de nombreux Français inquiets de ne jamais avoir de retraite»,"publique vendredi dans laquelle le chef de l’État ferme la porte à leurs revendications, renvoyant au débat parlementaire en cours. «Je ne sous-estime pas le mécontentement dont vous vous faites le porte-parole comme les angoisses exprimées par de nombreux Français inquiets de ne jamais avoir de retraite», assure Emmanuel Macron dans son courrier, ajoutant que l’heure est désormais au «temps parlementaire», après les «concertations menées» par la",Emmanuel Macron
79,«temps parlementaire»,"Français inquiets de ne jamais avoir de retraite», assure Emmanuel Macron dans son courrier, ajoutant que l’heure est désormais au «temps parlementaire», après les «concertations menées» par la première ministre Élisabeth Borne et les aménagements déjà apportés au texte. Le «temps parlementaire»",Emmanuel Macron
79,«concertations menées»,"jamais avoir de retraite», assure Emmanuel Macron dans son courrier, ajoutant que l’heure est désormais au «temps parlementaire», après les «concertations menées» par la première ministre Élisabeth Borne et les aménagements déjà apportés au texte. Le «temps parlementaire» justement, le voilà qui",Élisabeth Borne
79,«temps parlementaire»,"Français inquiets de ne jamais avoir de retraite», assure Emmanuel Macron dans son courrier, ajoutant que l’heure est désormais au «temps parlementaire», après les «concertations menées» par la première ministre Élisabeth Borne et les aménagements déjà apportés au texte. Le «temps parlementaire»",Emmanuel Macron
79,"«Quand des millions de personnes sont dans la rue (…), quand il y a des grèves et qu’en face il n’y a rien, silence, les gens se disent qu’est-ce qu’il faut faire de plus pour être entendus?»","la rue avant l’adoption définitive du texte par le Parlement. Quitte à agiter la menace d’une radicalisation de la contestation. «Quand des millions de personnes sont dans la rue (…), quand il y a des grèves et qu’en face il n’y a rien, silence, les gens se disent qu’est-ce qu’il faut faire de plus pour être entendus?», a indiqué le leader de la CGT Philippe Martinez en appelant à amplifier la mobilisation samedi. Du côté de l’exécutif,",Philippe Martinez
79,«va avoir un choix cornélien: c’est la roulette russe»,"Républicains, voire quelques députés de la majorité, devaient finalement faire défaut au moment du vote. La première ministre, Élisabeth Borne, «va avoir un choix cornélien: c’est la roulette russe» d’un vote à l’Assemblée ou «la grosse Bertha» avec l’article 49.3, a mis en garde Bruno Retailleau, le chef de",Bruno Retailleau
79,«la grosse Bertha»,"vote. La première ministre, Élisabeth Borne, «va avoir un choix cornélien: c’est la roulette russe» d’un vote à l’Assemblée ou «la grosse Bertha» avec l’article 49.3, a mis en garde Bruno Retailleau, le chef de file des sénateurs LR. Dans cette bataille qui",Bruno Retailleau
79,«aller à son terme»,"avec le premier ministre britannique, Rishi Sunak, il a éludé le sujet, indiquant juste son souhait de voir la réforme «aller à son terme» au Parlement. Quant à l’éventualité d’un recours à l’article 49.3, il a refusé de se prononcer en renvoyant l’hypothèse à",Rishi Sunak
79,«scénario de politique-fiction»,"Parlement. Quant à l’éventualité d’un recours à l’article 49.3, il a refusé de se prononcer en renvoyant l’hypothèse à un «scénario de politique-fiction». Mais le sujet l’agace. Au-delà de «l’esprit de responsabilité» des syndicats que le chef de l’État salue dans le courrier",Parlement
79,«l’esprit de responsabilité»,"il a refusé de se prononcer en renvoyant l’hypothèse à un «scénario de politique-fiction». Mais le sujet l’agace. Au-delà de «l’esprit de responsabilité» des syndicats que le chef de l’État salue dans le courrier qu’il leur adresse, il ne manque pas de leur",Emmanuel Macron
79,«a été au cœur de l’élection présidentielle»,"ne manque pas de leur rappeler la légitimité dont il jouit pour porter cette réforme en rappelant que le sujet «a été au cœur de l’élection présidentielle». «Tout ne peut pas être suspendu à une seule chose», déplorait-il la semaine dernière en marge de son déplacement en",l'élection présidentielle
79,«Tout ne peut pas être suspendu à une seule chose»,"légitimité dont il jouit pour porter cette réforme en rappelant que le sujet «a été au cœur de l’élection présidentielle». «Tout ne peut pas être suspendu à une seule chose», déplorait-il la semaine dernière en marge de son déplacement en Afrique centrale. Lui veut passer à la suite. Et a",Emmanuel Macron
80,«Je ne veux pas me placer dans cette optique»,"une arme institutionnelle. Mais la bataille se joue aussi sur le terrain psychologique. Adopter la réforme des retraites au 49.3, «Je ne veux pas me placer dans cette optique», maintient Élisabeth Borne. Et pour cause: anticiper son usage serait une preuve de faiblesse ; l’expression d’une peur que, le",Élisabeth Borne
80,«sa»,"Après tout, cela avait déjà été le cas en 2020 lorsque Édouard Philippe avait demandé le 49.3 pour faire adopter «sa» réforme des retraites. S’y préparer, mais l’éviter, donc. Élisabeth Borne se montre convaincue que, en dépit des menaces de quelques-uns,",Édouard Philippe
81,« Une étape importante a été franchie »,"195 voix contre 112, avec de l'avance sur le délai prévu. Victoire politique pour le Sénat ; soulagement pour l'exécutif. « Une étape importante a été franchie », s'est aussitôt félicitée la première ministre, Élisabeth Borne. Sentiment partagé par le président du Sénat et la majorité sénatoriale. «",Élisabeth Borne
81,"« J'ai le sentiment d'être le président d'une institution qui a joué son rôle avec engagement, avec responsabilité, et avec pour seule ligne de crête, l'intérêt du pays et des Français »","», s'est aussitôt félicitée la première ministre, Élisabeth Borne. Sentiment partagé par le président du Sénat et la majorité sénatoriale. « J'ai le sentiment d'être le président d'une institution qui a joué son rôle avec engagement, avec responsabilité, et avec pour seule ligne de crête, l'intérêt du pays et des Français » , a-t-il appuyé, alors que quelques heures plus tôt, les manifestations avaient été moins suivies en France. La gauche fait",Élisabeth Borne
81,« nombre de sénateurs de l'opposition se sont démobilisés »,"ministre du Travail et permettant d'imposer un seul vote sur l'ensemble du texte. Avec cette procédure dite du vote unique, « nombre de sénateurs de l'opposition se sont démobilisés », décrypte un parlementaire de droite. « Des cinquantaines d'amendements, faute d'être défendus, sont tombés. On a avancé très vite, bien",sénateurs de l'opposition
81,"« Des cinquantaines d'amendements, faute d'être défendus, sont tombés. On a avancé très vite, bien plus vite que prévu. »","procédure dite du vote unique, « nombre de sénateurs de l'opposition se sont démobilisés », décrypte un parlementaire de droite. « Des cinquantaines d'amendements, faute d'être défendus, sont tombés. On a avancé très vite, bien plus vite que prévu. » Dans l'Hémicycle, samedi soir, la gauche fait d'ailleurs grise mine, consciente que la partie se joue sans elle. « Avec",Un parlementaire de droite
81,"« Avec les grèves de transport, beaucoup de sénateurs n'ont pas pu revenir à temps au Sénat »","prévu. » Dans l'Hémicycle, samedi soir, la gauche fait d'ailleurs grise mine, consciente que la partie se joue sans elle. « Avec les grèves de transport, beaucoup de sénateurs n'ont pas pu revenir à temps au Sénat », regrette, amer, un élu PS. Jusqu'au bout, l'opposition aura toutefois fait entendre sa colère, jugeant que le Sénat avait été",Sénat
81,« bâillonné »,"regrette, amer, un élu PS. Jusqu'au bout, l'opposition aura toutefois fait entendre sa colère, jugeant que le Sénat avait été « bâillonné » et la fonction de parlementaire « dévitalisée ». Un à un, les élus des trois groupes de gauche - PS,",Sénat
81,« dévitalisée »,"aura toutefois fait entendre sa colère, jugeant que le Sénat avait été « bâillonné » et la fonction de parlementaire « dévitalisée ». Un à un, les élus des trois groupes de gauche - PS, EELV et PCF - ont ainsi répété au",Sénat
81,"« Vous avez décidé de dévitaliser la fonction parlementaire, par l'addition de toutes les procédures que vous offrent la Constitution et le règlement,ont-ils martelé. Vous espériez que nous laisserions la retraite des Français entre les seules mains des droites coalisées, mais nous ne sommes pas dupes et les Français non plus. Nous ne lâcherons rien, nous ne les lâcherons pas. »","PS, EELV et PCF - ont ainsi répété au micro les mêmes mots des dizaines de fois, pendant des heures. « Vous avez décidé de dévitaliser la fonction parlementaire, par l'addition de toutes les procédures que vous offrent la Constitution et le règlement,ont-ils martelé. Vous espériez que nous laisserions la retraite des Français entre les seules mains des droites coalisées, mais nous ne sommes pas dupes et les Français non plus. Nous ne lâcherons rien, nous ne les lâcherons pas. » De quoi faire monter un peu plus le niveau de tension. « Populiste de gauche ! », réplique la sénatrice","PS, EELV et PCF"
81,« Populiste de gauche ! »,"ne lâcherons rien, nous ne les lâcherons pas. » De quoi faire monter un peu plus le niveau de tension. « Populiste de gauche ! », réplique la sénatrice LR, Sophie Primas. « Parlez donc de Mélenchon... » , ajoute aussitôt Olivier Dussopt, sous-entendant que la",Sophie Primas
81,« Parlez donc de Mélenchon... »,"monter un peu plus le niveau de tension. « Populiste de gauche ! », réplique la sénatrice LR, Sophie Primas. « Parlez donc de Mélenchon... » , ajoute aussitôt Olivier Dussopt, sous-entendant que la gauche sénatoriale ne vaut pas tellement mieux à ses yeux que la",Mélenchon
81,« clause du grand-père »,"sénateurs LR, Bruno Retailleau, sur son amendement visant à précipiter la fin des régimes spéciaux en mettant fin à la « clause du grand-père ». Un dispositif décrié, y compris au sein de la majorité, et sur lequel la gauche comptait faire de l'obstruction pour",Bruno Retailleau
81,"« Je pressentais un mouvement de joie... Vous en rêviez, il l'a fait »","l'obstruction pour gagner du temps. Mais le gouvernement n'ayant pas retenu cette modification, le sujet n'a donc pas été débattu. « Je pressentais un mouvement de joie... Vous en rêviez, il l'a fait » , a souri le sénateur LR Roger Karoutchi, alors président de séance. L'amendement ayant été retiré, 182 sous-amendements de la",Roger Karoutchi
81,« Les branquignols de la politique ! »,"moitié vide. L'initiative n'aboutit pas : la gauche n'a pas assez de signataires pour que leur requête ne soit acceptée. « Les branquignols de la politique ! », s'est aussitôt moqué une partie de LR, hilare de voir la gauche obligée de voter le texte. « On se",LR
81,"« On se barre, on trace, on ne va pas commenter cette connerie pendant une heure »","politique ! », s'est aussitôt moqué une partie de LR, hilare de voir la gauche obligée de voter le texte. « On se barre, on trace, on ne va pas commenter cette connerie pendant une heure » , enrageait, furibonde, une sénatrice communiste quelques minutes plus tard. De l'avis de tous, la réforme des retraites laissera des",LR
81,« obstruction »,"quelques minutes plus tard. De l'avis de tous, la réforme des retraites laissera des traces. La majorité sénatoriale dénonçant une « obstruction » constante. « Nous assistons à une mélenchonisation de la gauche sénatoriale, et notamment sous l'effet et la pointe du petit",Mélenchon
81,"« Nous assistons à une mélenchonisation de la gauche sénatoriale, et notamment sous l'effet et la pointe du petit groupe écologiste, d'une petite minorité au Sénat »","De l'avis de tous, la réforme des retraites laissera des traces. La majorité sénatoriale dénonçant une « obstruction » constante. « Nous assistons à une mélenchonisation de la gauche sénatoriale, et notamment sous l'effet et la pointe du petit groupe écologiste, d'une petite minorité au Sénat », a plusieurs fois dénoncé dans l'Hémicycle, Bruno Retailleau, patron du groupe LR. « Si on importe les mauvaises habitudes de",Bruno Retailleau
81,"« Si on importe les mauvaises habitudes de l'Assemblée nationale au Sénat, je pense que c'est le parlementarisme qui va en prendre un coup »","groupe écologiste, d'une petite minorité au Sénat », a plusieurs fois dénoncé dans l'Hémicycle, Bruno Retailleau, patron du groupe LR. « Si on importe les mauvaises habitudes de l'Assemblée nationale au Sénat, je pense que c'est le parlementarisme qui va en prendre un coup » , s'est-il inquiété. « L'objectif, ce n'était pas de faire progresser le débat, c'était de le bloquer, de faire en",Bruno Retailleau
81,"« L'objectif, ce n'était pas de faire progresser le débat, c'était de le bloquer, de faire en sorte qu'on ne parvienne pas au vote. C'est ça qui est une manoeuvre antidémocratique et on ouvre les portes à l'antiparlementarisme car les François vont constater que le Parlement discute mais à quoi sert-il s'il ne vote pas ? »","l'Assemblée nationale au Sénat, je pense que c'est le parlementarisme qui va en prendre un coup » , s'est-il inquiété. « L'objectif, ce n'était pas de faire progresser le débat, c'était de le bloquer, de faire en sorte qu'on ne parvienne pas au vote. C'est ça qui est une manoeuvre antidémocratique et on ouvre les portes à l'antiparlementarisme car les François vont constater que le Parlement discute mais à quoi sert-il s'il ne vote pas ? » , a-t-il aussi développé . Issue encore incertaine. Lors des dernières minutes de débat, Bruno Retailleau s'est réjoui que la",Bruno Retailleau
81,"« Enfin, nous y voilà ! C'est la fin de ce marathon ! Nous voilà parvenus au terme de cette course législative, nous voilà parvenus à cet acte qui fonde la légitimité du Parlement. »","Lors des dernières minutes de débat, Bruno Retailleau s'est réjoui que la Chambre haute ait finalement pu voter ce texte. « Enfin, nous y voilà ! C'est la fin de ce marathon ! Nous voilà parvenus au terme de cette course législative, nous voilà parvenus à cet acte qui fonde la légitimité du Parlement. »Même tonalité pour le patron de l'Union centriste, Hervé Marseille : « Le Sénat a joué son rôle. Grâce à LFI,",Bruno Retailleau
81,"« Le Sénat a joué son rôle. Grâce à LFI, le bicamérisme a gagné en quelques semaines plus qu'en vingt ans. Nous sommes heureux qu'il y ait deux assemblées. »","à cet acte qui fonde la légitimité du Parlement. »Même tonalité pour le patron de l'Union centriste, Hervé Marseille : « Le Sénat a joué son rôle. Grâce à LFI, le bicamérisme a gagné en quelques semaines plus qu'en vingt ans. Nous sommes heureux qu'il y ait deux assemblées. » Prochaine étape désormais : la commission mixte paritaire (CMP), prévue ce mercredi, où sept députés et sept sénateurs doivent se",Hervé Marseille
82,« à pile ou face »,"pour obtenir la majorité absolue, qui est à ce jour de 287 voix ? La première ministre risquera-t-elle son texte « à pile ou face » , avec le risque d'être désavouée à quelques voix près ? Ou l'exécutif sera-t-il contraint de recourir à l'article 49.3",pile ou face
82,"« Et il y a quelques autres collègues, encore plus discrets, qui pourraient s'abstenir ou se faire porter pâles »","favorablement, précisant tout de même qu'elles ne s'y opposeraient pas. Deux autres députés Renaissance seraient, selon nos informations, très hésitants. « Et il y a quelques autres collègues, encore plus discrets, qui pourraient s'abstenir ou se faire porter pâles », précise au Figaro un député. Avant d'ajouter : « Dans le meilleur des cas, on aura 165 voix pour. »",Le Figaro
82,"« Dans le meilleur des cas, on aura 165 voix pour. »","encore plus discrets, qui pourraient s'abstenir ou se faire porter pâles », précise au Figaro un député. Avant d'ajouter : « Dans le meilleur des cas, on aura 165 voix pour. » Horizons (28/29) Le groupe Horizons possède 29 élus. Mais pour ce vote, lestroupesphilippistes ne feront pas non plus le plein",Horizons
82,"« s'abstenir, voire voter contre »","il votera contre la réforme, qui ne le satisfait pas. Selon plusieurs sources, au moins deux autres députés Horizons pourraient « s'abstenir, voire voter contre ». Dans le meilleur des cas, le groupe pourra donc compter sur 28 voix favorables, « mais c'est encore loin d'être",Horizons
82,« mais c'est encore loin d'être acquis »,"« s'abstenir, voire voter contre ». Dans le meilleur des cas, le groupe pourra donc compter sur 28 voix favorables, « mais c'est encore loin d'être acquis » , renseigne un cadre du mouvement. MoDem (50/51) Le groupe démocrate (MoDem et Indépendants) compte 51 parlementaires. L'un d'entre eux,",MoDem
82,« injuste »,"parlementaires. L'un d'entre eux, Richard Ramos, a déjà exprimé à plusieurs reprises ses fortes réserves contre cette réforme qu'il juge « injuste ». « Ma position est toujours la même, à l'heure qu'il est, je voterai contre cette réforme ou m'abstiendrai » ,",Richard Ramos
82,"« Ma position est toujours la même, à l'heure qu'il est, je voterai contre cette réforme ou m'abstiendrai »","eux, Richard Ramos, a déjà exprimé à plusieurs reprises ses fortes réserves contre cette réforme qu'il juge « injuste ». « Ma position est toujours la même, à l'heure qu'il est, je voterai contre cette réforme ou m'abstiendrai » , indique-t-il au Figaro. Son groupe ne pourrait alors dans le meilleur des cas disposer que de 50 voix favorables.",Richard Ramos
82,« 21 à 24 devraient voter contre »,"(35/61) L'allié de circonstance du gouvernement pour cette réforme reste très divisé sur la question des retraites. Sur 61 députés, « 21 à 24 devraient voter contre » , indique l'un d'entre eux, chacun ayant sorti sa calculatrice pour les derniers décomptes. Parmi ces élus, des proches du",LR
82,« Un peu plus d'une trentaine semblent certains de voter pour la réforme »,"décomptes. Parmi ces élus, des proches du député LR du Lot, Aurélien Pradié, mais une petite dizaine de députés wauquiézistes. « Un peu plus d'une trentaine semblent certains de voter pour la réforme » , précise un député LR, ajoutant que les autres se situent parmi les hésitants. Depuis quelques jours, plusieurs ministres du",Aurélien Pradié
82,"« Peut-être que certains contre vont basculer dans l'abstention et certains hésitants dans le pour, mais dans le meilleur des cas, il n'y aura pas plus de 35 députés favorables »","que les autres se situent parmi les hésitants. Depuis quelques jours, plusieurs ministres du gouvernement tentent de convaincre les indécis. « Peut-être que certains contre vont basculer dans l'abstention et certains hésitants dans le pour, mais dans le meilleur des cas, il n'y aura pas plus de 35 députés favorables » , assure un autre parlementaire. Liot (2/20) Le groupe Libertés, Indépendants, Outre-mer et Territoires (Liot) a souvent fait basculer les",Liot
82,"« Sur 20 députés, une grosse quinzaine est radicalement contre, deux ou trois s'abstiendront, et deux pourraient voter pour »","les votes depuis le début de la législature. Cette fois, une grande majorité d'entre eux sont défavorables à cette réforme. « Sur 20 députés, une grosse quinzaine est radicalement contre, deux ou trois s'abstiendront, et deux pourraient voter pour », informe un cadre du groupe. Le RN, la Nupes et les non-inscrits (1/242) Les 88 députés du Rassemblement national, les",RN
83,«conclusive»,"qui la composent - dix des quatorze parlementaires présents sont favorables à la réforme -, la CMP est censée être «conclusive». À moins d’un énième rebondissement, toujours possible. «Ce que je crains, c’est qu’après ce qu’on a vu à l’Assemblée comme",CMP
83,"«Ce que je crains, c’est qu’après ce qu’on a vu à l’Assemblée comme au Sénat, on ait une tentative d’obstruction au sein de la CMP»","présents sont favorables à la réforme -, la CMP est censée être «conclusive». À moins d’un énième rebondissement, toujours possible. «Ce que je crains, c’est qu’après ce qu’on a vu à l’Assemblée comme au Sénat, on ait une tentative d’obstruction au sein de la CMP», redoute déjà le sénateur LR René-Paul Savary. Pour éviter tout couac, Les Républicains ont largement préparé le rendez-vous. Dès lundi",René-Paul Savary
83,«s’accorder sur les lignes rouges»,"ont largement préparé le rendez-vous. Dès lundi matin, Bruno Retailleau s’est entretenu avec Catherine Deroche et René-Paul Savary afin de «s’accorder sur les lignes rouges». Celles-ci concernent l’attribution d’une surcote à partir de 63 ans aux mères de famille ayant accompli une carrière complète, ou",Bruno Retailleau
83,"«On fait aussi le point avec nos alliés centristes, j’en parle avec Hervé Marseille. Et j’ai des contacts avec Olivier Marleix et Éric Ciotti pour trouver un équilibre»","carrière complète, ou encore la privation des majorations de pension des parents condamnés pour violences et maltraitance sur leur enfant. «On fait aussi le point avec nos alliés centristes, j’en parle avec Hervé Marseille. Et j’ai des contacts avec Olivier Marleix et Éric Ciotti pour trouver un équilibre», détaille le patron des sénateurs LR, Bruno Retailleau. «Le Sénat a fait un excellent travail» Et pour éviter toute dissension",Bruno Retailleau
83,«Le Sénat a fait un excellent travail»,"des contacts avec Olivier Marleix et Éric Ciotti pour trouver un équilibre», détaille le patron des sénateurs LR, Bruno Retailleau. «Le Sénat a fait un excellent travail» Et pour éviter toute dissension entre les députés et les sénateurs LR, Gérard Larcher, Éric Ciotti, Bruno Retailleau et Olivier",Bruno Retailleau
83,"«Je ne voudrais pas qu’on laisse des mesures de solidarité en pure perte pour qu’au final, les gens qui les réclament ne votent pas le texte. Ce serait la double peine»","calage. Les députés LR avaient beaucoup bataillé sur la question des carrières longues, quitte parfois à exaspérer la majorité sénatoriale. «Je ne voudrais pas qu’on laisse des mesures de solidarité en pure perte pour qu’au final, les gens qui les réclament ne votent pas le texte. Ce serait la double peine», prévient Bruno Retailleau, qui précise qu’il «n’est pas question» que sénateurs et députés LR «arrivent divisés» en CMP. «Le Sénat",Bruno Retailleau
83,«n’est pas question»,"gens qui les réclament ne votent pas le texte. Ce serait la double peine», prévient Bruno Retailleau, qui précise qu’il «n’est pas question» que sénateurs et députés LR «arrivent divisés» en CMP. «Le Sénat a fait un excellent travail. On ne peut pas",Bruno Retailleau
83,«arrivent divisés»,"texte. Ce serait la double peine», prévient Bruno Retailleau, qui précise qu’il «n’est pas question» que sénateurs et députés LR «arrivent divisés» en CMP. «Le Sénat a fait un excellent travail. On ne peut pas s’écarter de la position qui y a",Bruno Retailleau
83,«Le Sénat a fait un excellent travail. On ne peut pas s’écarter de la position qui y a été défendue»,"double peine», prévient Bruno Retailleau, qui précise qu’il «n’est pas question» que sénateurs et députés LR «arrivent divisés» en CMP. «Le Sénat a fait un excellent travail. On ne peut pas s’écarter de la position qui y a été défendue», a d’ailleurs reconnu, mardi matin en réunion de groupe des députés LR, le président du parti, Éric Ciotti. «Je vous",Éric Ciotti
83,"«Je vous en veux (la direction de LR, NDLR) d’avoir dit dès décembre qu’on allait voter cette réforme, ça a biaisé nos débats»","été défendue», a d’ailleurs reconnu, mardi matin en réunion de groupe des députés LR, le président du parti, Éric Ciotti. «Je vous en veux (la direction de LR, NDLR) d’avoir dit dès décembre qu’on allait voter cette réforme, ça a biaisé nos débats», s’est confiée, devant les élus, la députée du Jura Justine Gruet. Que feront les soutiens d’Aurélien Pradié? Pourront-ils transformer un",Justine Gruet
83,«contre»,"confiée, devant les élus, la députée du Jura Justine Gruet. Que feront les soutiens d’Aurélien Pradié? Pourront-ils transformer un vote «contre» en abstention? À LR, certains l’espèrent encore. «On ne peut pas renier nos convictions parce que la réforme est portée",Justine Gruet
83,«On ne peut pas renier nos convictions parce que la réforme est portée par un opposant»,"Justine Gruet. Que feront les soutiens d’Aurélien Pradié? Pourront-ils transformer un vote «contre» en abstention? À LR, certains l’espèrent encore. «On ne peut pas renier nos convictions parce que la réforme est portée par un opposant», a rappelé la députée LR de Savoie Émilie Bonnivard. «Ne pas voter, c’est se rabaisser au rang des partis les",Émilie Bonnivard
83,"«Ne pas voter, c’est se rabaisser au rang des partis les plus démagogiques»","nos convictions parce que la réforme est portée par un opposant», a rappelé la députée LR de Savoie Émilie Bonnivard. «Ne pas voter, c’est se rabaisser au rang des partis les plus démagogiques», a clairement énoncé Olivier Marleix. «Nous allons voir les exigences des députés. Au Sénat, nous avons bien défini nos marqueurs,",Olivier Marleix
83,"«Nous allons voir les exigences des députés. Au Sénat, nous avons bien défini nos marqueurs, notamment sur la question de l’emploi des seniors avec un contrat de fin de carrière»","Émilie Bonnivard. «Ne pas voter, c’est se rabaisser au rang des partis les plus démagogiques», a clairement énoncé Olivier Marleix. «Nous allons voir les exigences des députés. Au Sénat, nous avons bien défini nos marqueurs, notamment sur la question de l’emploi des seniors avec un contrat de fin de carrière», se félicite René-Paul Savary, qui a échangé à plusieurs reprises avec la rapporteur du texte du côté de l’Assemblée, Stéphanie",René-Paul Savary
83,«réflexion»,"majorité qui siégeront dans cette CMP, à une réunion autour de la première ministre, Élisabeth Borne, lundi. Un rendez-vous de «réflexion» et de «discussions sur les équilibres à trouver», relate Sylvain Maillard, le vice-président du groupe Renaissance à l’Assemblée. «On s’est",Elisabeth Borne
83,«discussions sur les équilibres à trouver»,"dans cette CMP, à une réunion autour de la première ministre, Élisabeth Borne, lundi. Un rendez-vous de «réflexion» et de «discussions sur les équilibres à trouver», relate Sylvain Maillard, le vice-président du groupe Renaissance à l’Assemblée. «On s’est accordés sur un certain nombre de points. Sur",Élisabeth Borne
83,"«On s’est accordés sur un certain nombre de points. Sur d’autres, on doit continuer à travailler. Il y a un peu de travail, car il y a pas mal d’articles et d’amendements, dont certains sont soutenus par les sénateurs LR, mais pas par les députés. Ce sera plus simple quand ils auront discuté entre eux»","de «réflexion» et de «discussions sur les équilibres à trouver», relate Sylvain Maillard, le vice-président du groupe Renaissance à l’Assemblée. «On s’est accordés sur un certain nombre de points. Sur d’autres, on doit continuer à travailler. Il y a un peu de travail, car il y a pas mal d’articles et d’amendements, dont certains sont soutenus par les sénateurs LR, mais pas par les députés. Ce sera plus simple quand ils auront discuté entre eux», insiste le député de Paris. Les débats restent incertains Malgré ces réunions de préparation, tous les parlementaires impliqués savent que",Sylvain Maillard
83,"«Personne ne sait comment ça va se passer. Si LR vient dans l’idée de faire sauter la banque, ça peut vite se tendre. Mais ce ne sera pas le cas»","réunions de préparation, tous les parlementaires impliqués savent que les débats restent incertains. Et qu’une issue positive n’est pas garantie. «Personne ne sait comment ça va se passer. Si LR vient dans l’idée de faire sauter la banque, ça peut vite se tendre. Mais ce ne sera pas le cas», se rassure Philippe Vigier (MoDem), qui a, comme les autres élus, préparé son petit dossier avec les amendements phares que",Philippe Vigier
83,«Nous sommes trois sur quatorze… que voulez-vous que l’on fasse?»,"des oppositions de gauche, minoritaires dans la CMP, mais toujours déterminées à empêcher le vote de la réforme des retraites? «Nous sommes trois sur quatorze… que voulez-vous que l’on fasse?», répond la sénatrice socialiste Monique Lubin. Avant d’ajouter, dépitée: «On va réexprimer que l’on ne veut pas de cette loi.",Monique Lubin
83,«On va réexprimer que l’on ne veut pas de cette loi. Je n’ai aucune envie d’aller négocier quoi que ce soit… Nous n’avons rien à attendre de cette CMP.»,"retraites? «Nous sommes trois sur quatorze… que voulez-vous que l’on fasse?», répond la sénatrice socialiste Monique Lubin. Avant d’ajouter, dépitée: «On va réexprimer que l’on ne veut pas de cette loi. Je n’ai aucune envie d’aller négocier quoi que ce soit… Nous n’avons rien à attendre de cette CMP.» Un avis partagé par Thomas Ménagé (RN), qui sera le seul représentant de son camp lors de cette réunion. «J’essayerai",Monique Lubin
83,"«J’essayerai de jouer un rôle, en faisant basculer dans un sens ou dans l’autre lorsque la majorité et LR ne seront pas d’accord»","CMP.» Un avis partagé par Thomas Ménagé (RN), qui sera le seul représentant de son camp lors de cette réunion. «J’essayerai de jouer un rôle, en faisant basculer dans un sens ou dans l’autre lorsque la majorité et LR ne seront pas d’accord», précise-t-il toutefois. Si un accord est trouvé, le texte sera soumis au vote dès jeudi matin dans les deux Chambres.",Thomas Ménagé
83,"«Cela s’est déjà produit durant la crise Covid, lorsqu’une CMP avait supprimé le passe sanitaire pour les centres commerciaux»","sera soumis au vote dès jeudi matin dans les deux Chambres. À moins que le gouvernement ne s’y oppose fermement.«Cela s’est déjà produit durant la crise Covid, lorsqu’une CMP avait supprimé le passe sanitaire pour les centres commerciaux», se remémore un ministre. «Le gouvernement avait alors “dénoncé” et réécrit le texte, avec l’accord des parlementaires concernés.» Selon lui, il",Ministère
83,"«Le gouvernement avait alors “dénoncé” et réécrit le texte, avec l’accord des parlementaires concernés.»","produit durant la crise Covid, lorsqu’une CMP avait supprimé le passe sanitaire pour les centres commerciaux», se remémore un ministre. «Le gouvernement avait alors “dénoncé” et réécrit le texte, avec l’accord des parlementaires concernés.» Selon lui, il s’agissait d’une première dans l’histoire des commissions mixtes paritaires. Qui ne s’est jamais reproduite depuis.",gouvernement
